0,0,0,0,0,50,30,65,0,60,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,30,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,0,0
0,30,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,65,0,0,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0
0,0,0,0,0,20,10,0,0,0,0,0,0,65,0,0,0,0,0,0,30,0,0,0
50,0,0,0,20,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
30,0,0,65,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,65,0,0,0,15
0,0,10,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0
0,40,0,40,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65,75,0,0,0,0,0,0,0,0,100,80,60,40,0,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,10,0,10,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,50
0,0,0,50,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,50,0,0,10,0
